user_id,item_id,target
7833,829,1
5055,666,1
5297,1666,0
3260,2743,0
946,942,0
5859,4807,0
2072,2216,1
8495,1368,0
5320,3428,0
9790,4177,0
3721,1449,0
2417,2731,0
815,382,1
1074,4414,0
8733,3030,0
8662,1430,0
2927,2256,1
5435,3459,0
557,1381,1
5347,978,0
5520,4939,1
3348,4454,0
4238,1781,1
1461,4354,0
7449,4886,1
8717,3238,0
1450,4320,0
4878,3931,1
462,4109,0
9,2760,0
6829,689,0
9877,4828,0
779,3509,1
9699,2000,1
2111,901,0
2456,4337,1
1707,3712,0
4456,4540,0
9153,2725,0
8867,560,1
957,533,1
9181,217,0
9221,3407,1
298,4525,0
1766,3932,0
5675,1663,1
2742,4538,0
4339,4309,1
8287,1341,0
9899,3592,1
8498,4088,0
9174,653,0
7039,2930,0
3362,1464,0
611,2889,0
3850,299,0
6448,1114,0
4151,4204,0
428,1576,0
7441,3522,0
1949,2991,0
3063,2809,0
3425,1058,1
2449,1735,0
1444,4005,1
5728,2386,0
9343,4239,0
6049,576,1
5641,2023,1
6003,2218,0
9681,3869,0
8329,1237,0
4634,3597,0
3913,4411,1
5224,416,0
2195,1699,1
3578,1430,1
1664,476,1
7309,441,1
7409,1989,0
1084,4504,0
5101,4214,0
5563,2339,0
6250,4005,0
2384,238,0
7781,4090,0
4121,2626,0
6886,1611,0
3529,1549,1
5613,4544,1
8306,1228,0
1076,4581,0
3068,2514,1
8244,4589,0
550,4706,0
9506,2938,0
6307,3478,0
9569,4249,0
285,3009,1
6761,4627,0
76,1523,0
7605,1513,0
79,4737,1
7429,1945,0
1544,3341,1
9114,2650,1
9910,4591,0
2147,3116,0
3284,927,0
4336,3867,1
5546,4956,0
9669,4293,1
4774,282,1
7499,3158,0
6773,715,1
7256,1824,1
6967,3620,0
8601,1293,0
233,3816,0
6037,1013,0
185,558,1
7497,157,0
7289,2307,1
5687,2839,0
852,2250,0
7151,4871,1
830,2863,0
7572,2568,0
8438,3147,1
9663,666,1
1365,1555,0
1423,2703,1
368,4524,0
7520,2455,0
3770,130,1
4000,1049,0
4637,2305,0
6652,2721,1
9539,604,0
4932,264,1
7386,2994,0
7353,2831,1
8475,2948,1
1505,364,1
7272,2689,0
8645,3686,0
727,3952,1
4793,4441,1
1345,3589,0
9676,2246,0
4065,4778,1
5257,2538,0
1429,495,0
7857,3638,0
3783,4180,0
5169,916,0
9335,3768,0
6038,4497,1
8302,4605,1
9261,2451,0
8895,2748,0
5734,4524,1
1097,957,0
5056,183,0
9264,4679,0
6943,2045,0
9830,3693,1
6853,3855,1
3930,2047,1
1886,2494,0
2192,3754,0
610,1652,0
621,3772,0
6807,1703,0
7176,2328,0
5228,2391,1
5003,391,1
5407,1791,0
4503,3280,0
4460,3493,1
1632,3485,0
838,3755,0
5149,3918,0
6669,4501,1
7741,2596,0
3811,4659,1
4451,809,0
316,168,0
695,2061,0
4144,807,0
2983,881,0
380,2720,1
2054,1340,0
5494,4286,1
4453,3887,0
4568,3082,1
6328,4847,0
2468,314,1
7968,1845,0
5695,2887,0
8694,2859,0
5997,3481,1
983,2768,0
3426,848,0
8943,3928,1
5198,1892,0
9967,488,0
5135,2440,0
3887,3133,1
2629,460,0
1617,1808,0
9895,4640,0
8639,4721,0
8899,3291,0
4038,703,0
7086,4601,0
7852,186,1
9309,2958,0
4150,1188,0
8842,584,0
2820,1406,0
6017,1778,1
1327,1594,1
8384,4358,0
3523,2268,0
948,518,1
6848,1053,1
8448,3623,1
4278,4107,0
5461,4886,0
7500,479,0
4534,2517,0
4200,2614,0
9607,2248,0
1520,1200,0
2926,3510,0
2063,3817,0
2341,3253,0
4231,1819,0
5588,2005,1
5267,1988,0
26,252,0
4559,2670,0
2875,2019,0
6224,961,0
8702,1249,1
9000,4658,0
7376,2567,0
8138,283,1
2187,4438,0
3312,212,0
1499,1636,0
9093,507,0
3627,2454,0
7333,2123,0
9420,2874,0
9532,715,0
5541,4898,0
5710,2379,0
1667,3447,1
8393,777,0
4538,3167,0
1248,4386,0
6445,4978,1
5647,35,0
1975,1164,0
893,2390,1
464,3412,0
9631,2405,0
1689,3493,1
5615,1539,0
3109,2942,0
4988,341,0
818,428,0
7219,4741,0
3225,994,0
811,2861,0
6377,1307,0
724,684,1
1273,2367,0
9939,3397,0
9671,732,0
6607,4321,0
2147,1168,0
9394,3365,0
8228,3026,1
2684,1947,0
354,1468,0
8321,3115,0
3776,3262,1
4391,2744,0
916,1730,0
225,2471,0
6070,1565,0
3293,2976,0
2480,1051,0
837,3149,0
1825,1638,1
201,1332,0
3906,217,0
5603,4642,1
3551,3422,0
9360,4518,1
2920,764,0
968,1717,0
6055,1017,1
7092,7,0
5051,186,0
6883,1225,0
3971,2399,0
7113,1644,0
7681,4532,1
8502,544,0
2465,720,0
5568,397,0
7697,3025,0
7445,4619,0
4712,4688,1
3493,2824,1
6495,4842,1
9934,3555,1
4485,3602,1
6835,38,0
8378,3191,0
1570,4622,1
2614,806,0
6665,621,1
3800,3763,1
8138,1821,1
1669,3304,1
9607,421,0
5233,1587,1
1719,4251,0
8153,273,0
7296,4864,0
4430,4296,0
5116,15,0
5719,572,1
6545,4345,0
1950,1112,0
356,394,0
8191,3162,0
756,4923,1
3669,497,0
9923,2165,0
5484,996,0
623,2030,0
4890,1307,0
721,2757,0
2486,4937,1
6934,228,1
1286,3567,0
8100,4280,0
4709,3014,0
87,2354,0
6658,2996,0
2185,3667,0
2476,3726,1
1294,3450,1
7656,3073,0
3675,3209,0
2620,3112,1
4764,1499,1
4218,35,0
1070,968,0
2365,2268,0
9482,4730,0
8498,2714,0
4786,1989,0
1869,4461,0
9854,4158,1
8224,1224,0
9076,4010,0
787,2412,0
6604,914,0
1517,2402,0
9961,4932,0
4238,1332,1
8497,2303,0
7009,1179,0
9296,2147,0
7017,925,1
9514,1237,0
3566,1289,0
7714,2925,0
9353,4203,0
8164,2742,1
932,1177,0
6366,3292,0
7525,3567,0
2887,673,0
2288,3532,0
8692,3980,0
8465,1426,0
92,2486,0
1632,955,0
9991,4069,0
4527,4313,0
8300,52,0
5790,4435,0
7849,4668,0
7191,212,0
9827,3751,0
7104,556,0
3161,1065,0
3783,3438,1
912,1434,0
6254,1223,1
3739,2324,0
3341,4332,1
1020,1712,1
291,1250,0
2222,4350,0
2182,4877,0
8002,2029,0
7145,3365,0
291,1482,1
6459,3043,0
8839,763,0
6556,2746,1
7843,1828,1
3297,1520,0
5959,2967,0
5445,3197,0
100,1753,0
6701,2332,0
3902,4768,0
8034,3057,1
1308,3768,0
5827,1229,1
8842,4125,1
9482,4640,0
746,397,0
1022,173,0
7826,3605,0
9982,3063,0
666,3431,0
9565,4944,0
6277,503,0
7321,908,0
4712,1860,0
9698,0,1
825,1650,0
2937,994,1
9827,1500,0
9549,1149,1
7608,4910,1
8228,1574,1
1983,1223,0
5882,107,0
8278,2808,0
3930,3686,0
6858,3056,1
5995,4023,0
6780,3887,0
578,4037,1
5949,3520,1
6409,2943,1
5112,364,0
3023,1010,1
6097,124,0
5699,934,1
5230,2808,1
1044,3751,0
5196,1498,0
3584,3977,0
5512,4637,0
6551,2063,0
7892,4585,0
1582,572,1
679,4788,0
9861,2017,0
5979,1833,0
7185,4659,0
572,2471,0
429,2426,0
6279,2224,1
3127,2214,0
8528,373,0
2961,85,1
8146,4946,0
5141,4027,1
647,2260,0
9304,3985,0
6009,3266,0
3260,3734,0
9706,3384,0
8679,3733,1
1613,3101,0
2223,199,1
7036,1650,0
5101,4070,0
8622,946,0
9281,3651,0
7207,1744,0
5612,2356,1
9953,1172,0
9959,4647,0
2842,1633,1
8902,3647,1
7697,3689,0
5768,3815,0
8198,1975,0
9886,2685,1
6904,226,0
1659,3945,0
4564,773,0
7976,4250,0
5933,790,0
6725,3915,0
7732,1360,0
3319,4199,0
469,1820,0
1083,3529,1
8380,2543,0
6805,1434,1
5524,3267,0
8210,3615,1
7949,2451,0
7300,2736,1
6634,2481,0
1700,3125,1
7134,1024,0
7833,4248,0
2797,2195,0
5477,640,1
1479,821,0
8720,3049,0
2066,1759,0
9513,3181,0
247,1782,0
6910,2000,0
6873,2590,0
6588,959,0
7395,873,1
7968,2978,1
1245,2134,1
9655,1586,0
5912,3979,1
6533,2887,0
2742,2631,0
9818,4019,0
4319,3206,0
5192,364,1
4585,1773,0
5599,4576,0
9158,1935,1
3091,3487,1
3770,747,0
3693,4399,1
6364,4278,0
2096,2443,1
3450,2480,0
6707,2608,0
9995,3226,0
3556,521,0
1531,932,0
2300,4061,0
8533,135,0
1204,3965,0
2340,370,0
5088,4119,0
1009,873,0
7479,438,0
5825,3368,1
2967,3188,0
4415,744,1
720,632,0
133,4351,1
1470,4186,1
2956,4206,0
7043,4589,0
2170,3696,1
381,3262,0
8692,4197,1
3339,476,0
1712,1626,1
7216,2432,0
4603,3917,1
5647,492,0
1514,3172,1
2171,3160,0
4042,2007,1
2717,4199,0
5269,3317,1
7685,932,0
7946,1959,0
9476,1233,0
7459,3722,0
6041,301,0
3701,2100,0
3493,3197,0
207,1298,0
392,2672,0
8060,4035,0
3758,1403,0
7305,3949,1
4310,9,0
8345,2365,1
1840,2154,0
2111,1256,0
5907,3178,1
5272,3228,0
7003,2207,0
8913,2295,0
6555,710,0
7901,149,0
7676,326,1
9267,3822,0
7130,4229,0
7066,2894,1
7554,4310,0
6932,3257,0
3216,1346,0
6849,229,1
1151,4694,1
2314,443,0
354,372,0
7771,1856,0
4967,2718,1
6241,4666,1
5643,2438,0
6832,2329,1
9304,200,1
6086,1432,0
2552,2694,1
2972,4610,0
6586,2829,0
7248,293,0
4089,514,0
83,2575,1
5325,1401,0
6173,672,0
2500,3647,0
5006,678,0
2412,4100,0
5557,4020,0
9798,686,0
1729,673,1
8124,4879,1
2091,1121,1
9957,351,1
9421,1860,0
2042,4191,0
5230,2521,0
4407,3268,0
6666,2386,0
7730,1565,1
6270,2959,0
594,4568,0
5032,2300,0
1059,3141,0
7451,1083,0
5175,2336,0
9696,4996,0
3753,1913,0
271,3779,0
7006,2096,0
325,1047,1
5733,4323,1
576,3463,0
1063,2372,0
5738,4952,0
6208,1486,0
8315,367,0
8700,1584,0
2344,3219,0
6750,2555,0
9784,2688,0
4900,1078,1
1856,879,0
3402,2651,0
6056,4646,0
3844,3187,0
7532,1835,0
3312,2222,1
1011,2034,0
5679,158,0
7268,2622,0
1318,4070,0
3994,3929,0
6053,3804,0
4587,1603,1
9218,4564,1
4552,763,0
6736,3678,0
1171,4560,1
2789,3876,1
4399,2832,0
7425,2582,0
9617,3402,0
1089,4350,0
5651,2840,1
5911,3937,0
5530,704,0
2549,4896,0
8608,1196,0
7777,1901,0
4042,2002,0
2496,497,0
2225,2744,1
5364,2588,0
6819,4345,0
3520,731,0
3189,3432,0
396,3533,0
1590,3863,0
3953,1881,0
4386,4432,0
3764,2053,0
7242,1629,0
2256,3160,1
1808,200,0
9994,4203,1
878,507,0
8586,1709,1
4338,4338,0
584,427,0
2538,4334,0
3764,3815,0
1036,333,0
6051,2854,0
2183,1594,0
5869,4938,1
8189,221,0
7915,3744,1
9146,1670,0
5912,500,0
4422,2049,0
9343,1570,0
7977,1368,1
7670,3662,1
6349,1704,0
2425,1582,1
4311,3874,1
8501,4169,0
2373,2470,0
398,4017,0
6385,3025,0
6745,1115,0
1484,972,0
3800,2136,1
3549,3051,1
9749,2370,0
2732,653,0
4969,42,0
4363,4887,1
9646,1875,1
9476,819,1
6733,3635,1
1004,1976,1
302,4591,0
8622,4543,0
5007,4773,0
1920,2147,1
1049,2437,0
4522,310,0
2531,156,0
5227,3789,0
2579,1543,0
3125,2570,1
5613,4171,0
1076,541,0
7655,1721,0
5862,847,0
4695,4800,0
3790,3873,1
11,1698,0
3955,135,0
7969,3816,1
8096,1991,0
2447,1255,0
6011,1791,1
4815,605,1
7452,3167,0
6522,2653,0
5978,807,0
4957,1025,0
5742,4922,1
4427,4160,0
5761,2501,0
6183,1546,0
7057,3712,0
8098,1896,0
3938,317,0
2111,4382,1
2834,2347,1
3883,1420,0
3765,60,0
4963,2786,1
9128,1047,1
4897,1722,0
4182,4548,0
74,992,0
4968,1403,0
2204,2762,0
2718,2022,0
3403,1900,0
2424,2497,0
8150,724,1
9318,796,0
3072,3132,0
6097,2189,0
3613,4404,0
7273,4713,1
7611,47,1
1373,1676,0
7393,3210,1
137,2530,0
5211,961,1
8759,2657,1
771,3372,0
3412,783,0
7110,1829,0
6031,1582,1
8857,1184,0
3752,1829,0
4525,2619,0
792,3885,0
689,1119,1
2129,352,0
30,4945,1
8297,1248,0
9342,2389,1
769,1804,1
1161,3651,0
8681,2289,0
2057,923,1
4533,1167,1
5843,3815,0
1086,2891,0
7521,3630,0
696,4537,0
9131,3119,0
1199,1584,1
1047,3290,0
5372,2512,0
7278,1724,0
9293,184,1
5058,829,0
2584,2186,1
9179,902,0
494,2465,0
2748,532,1
4333,138,1
4944,278,0
7563,2666,0
5541,852,0
1441,421,0
1228,2181,0
745,759,0
1499,4519,0
3095,2063,0
3011,4338,0
741,572,0
5067,2427,1
7548,1094,0
3253,1436,0
3217,4295,1
200,4179,0
5595,2161,0
855,463,0
997,4524,0
4105,3937,0
1119,377,0
1064,170,0
6712,3846,0
6637,4538,0
2747,4501,1
4183,925,1
4235,1962,0
9818,1159,0
5083,4321,0
9630,1839,0
2637,1684,0
9044,1566,0
6172,1560,0
9834,3654,0
5516,3037,0
478,1850,0
643,4874,1
3193,4323,0
8020,2050,0
5326,2797,1
2150,3912,0
8567,927,0
2143,1813,1
7498,2260,0
7773,3082,0
3420,3407,0
9564,4121,0
2192,2507,1
4488,4076,1
9800,4307,0
5236,1741,1
9295,637,0
3202,1196,1
9090,2291,0
6424,3044,0
6097,3464,0
1885,1555,0
42,1542,0
6608,978,1
8893,2397,0
1621,2559,0
3025,2373,0
9417,3138,1
29,1020,0
871,1016,1
7034,1777,0
1209,168,0
9637,4663,1
7372,3430,0
3822,742,1
6824,2236,0
2098,1436,1
9067,4724,0
8526,1021,0
6831,821,0
4126,3318,0
5267,693,1
6169,3581,1
7043,3845,0
4619,4743,1
5283,2087,1
6232,3272,0
3312,3063,1
613,1019,1
9581,4236,0
2769,1100,0
4969,2149,0
2070,1912,0
9586,1751,0
4173,3433,0
2663,4141,0
6716,3862,0
6177,1123,0
1034,71,0
7324,1258,0
7567,2845,0
8577,1011,1
6802,2622,1
3773,3320,1
9681,1453,1
509,2668,0
7235,1281,0
3901,2775,0
7649,4109,1
9194,3930,0
2906,2928,0
5821,815,0
1653,2645,0
6862,2589,0
2737,1892,0
6850,716,1
5025,1292,0
965,4494,0
9871,2944,0
9283,3818,0
5672,4673,0
2679,1639,0
8720,3622,0
5231,2181,0
7424,3594,1
9173,3246,0
7988,713,0
4793,1354,0
2544,616,0
5522,774,0
8376,3788,0
4964,2950,0
202,2811,0
9282,4451,0
2693,3626,1
8302,3986,0
4358,1816,0
715,3194,0
9297,86,0
8841,1284,1
4129,1549,0
4127,883,1
5012,1881,1
910,3982,0
6857,4232,0
2022,4149,0
107,3670,0
6393,173,0
2438,2031,0
9997,3793,0
5476,3251,0
5292,926,0
560,88,1
5579,2854,1
8466,62,0
8511,3457,1
856,4903,0
2073,3717,0
6674,1220,0
1272,125,0
9855,4769,0
9101,4797,0
592,3421,0
5238,2726,1
6842,4478,0
7599,621,1
3894,3149,0
5521,3225,0
9508,1514,0
7351,1419,1
468,4368,1
7632,4723,1
7488,3714,0
6510,1448,1
8892,1013,0
9279,885,0
4378,2952,0
9095,314,0
5814,3718,0
267,2075,0
6743,3771,0
4833,290,0
7842,1346,1
4522,118,0
4492,4556,0
8896,2409,0
2530,2939,0
2035,459,0
9695,3917,0
2171,760,0
207,4459,1
5613,1002,0
3545,822,1
3872,3305,0
5893,2686,1
2309,2054,0
3960,241,0
1724,3058,0
16,2876,0
9797,2538,0
8939,3808,0
3038,1510,0
7624,1066,1
765,1221,0
4477,632,0
8031,1430,0
1495,62,1
1064,1527,1
5015,2366,1
6712,2461,0
8764,3166,1
3680,2692,1
5071,1011,1
6069,4785,1
6680,226,1
3816,4600,1
8777,3295,0
8248,3513,1
6861,4347,0
8110,3057,0
5146,2872,0
4938,3843,0
1297,4274,1
5963,2771,0
5386,1023,0
8986,1398,0
9642,2906,0
2239,2833,0
4533,3614,0
8843,1622,0
1738,1329,0
3191,1896,1
3797,3675,0
4323,2723,0
8167,1349,0
1891,1628,1
9534,2237,1
8950,1217,0
6463,1365,0
9303,4713,0
8020,4800,0
6031,3068,0
536,2769,1
8398,2211,1
3220,1102,0
5378,958,0
1696,1391,1
1234,10,0
1578,2594,0
2170,2456,0
2224,1159,1
5679,3256,0
4058,1598,1
8174,1348,1
9766,1965,1
2157,442,0
9075,1248,0
8896,1013,0
8930,4353,0
1611,2004,0
2859,1652,0
177,3118,0
4415,1524,0
797,743,0
5434,3646,1
8932,2293,0
5283,4732,1
4333,3838,0
4862,3934,0
9917,1124,0
9252,123,0
1661,3613,0
6894,3625,1
4617,280,0
9030,411,0
3902,2214,0
6527,1318,0
9794,3427,0
1779,4551,0
6224,1486,0
3792,667,1
9143,4228,0
7698,2193,1
7011,299,0
6072,377,1
4797,805,0
1088,557,0
8825,1077,1
8200,2238,1
9410,2095,1
9523,46,0
5191,3814,0
7158,752,0
8051,2659,0
2185,54,1
8114,4453,0
6558,3138,0
1552,3467,1
3657,2295,0
1857,4481,0
4012,567,0
3767,2327,1
38,781,0
5380,4359,0
7734,4877,1
2001,2277,0
6904,4754,0
4989,2195,0
4177,1696,0
5407,1087,1
1720,1408,0
4955,2387,0
1234,95,0
4242,4995,0
71,3866,0
1240,3281,0
996,3926,0
2328,22,1
8697,1636,0
3386,2794,0
9058,842,0
9962,3289,0
6545,1892,1
3331,2409,0
8323,3010,1
4713,2347,0
7948,1707,0
7229,4917,0
4782,161,1
2750,3518,0
7205,1449,1
2680,1505,0
364,297,0
5732,4812,1
5348,992,0
9356,2751,0
6556,1284,0
1821,328,0
7072,541,0
1755,1592,1
1300,3109,0
2018,3815,0
5593,1101,0
2066,4363,1
6114,3618,0
9430,993,1
8879,497,0
2643,2688,0
7117,1489,0
2313,2165,1
562,1598,0
110,49,0
5614,222,0
6213,4480,0
8281,4382,0
8547,692,0
8807,3755,0
4276,196,0
7592,4661,0
2922,3757,0
1123,1825,0
3323,393,0
3530,2429,0
7832,2279,0
6194,4455,0
9847,267,0
581,4029,1
6791,1530,0
7922,869,0
4056,1047,0
5008,1812,0
8889,3557,0
2447,780,0
389,51,1
1526,4320,1
2651,1045,1
629,943,0
3767,400,1
3292,3756,0
5754,3156,0
1067,1773,0
8641,4446,0
3683,4361,0
2840,1210,1
1066,2103,0
2623,4344,0
9226,2743,0
9205,3555,0
937,4017,1
6812,3958,0
1875,1544,0
2301,1093,1
4474,2318,0
2255,2912,1
5328,4395,1
7079,1591,0
8203,3246,0
9079,2189,1
1076,2796,1
1273,4259,0
7497,1714,1
4280,1785,1
6588,1481,0
5467,2513,1
579,3284,1
6212,3002,1
750,4137,1
309,2980,0
6900,1647,0
3384,1085,0
1223,543,0
4092,2476,0
8114,2130,0
5799,1622,1
4198,1408,0
1129,2492,0
7547,2314,1
6045,1560,0
2519,4412,0
7624,1630,1
98,1385,0
1350,4391,0
8148,2191,1
9866,3674,0
7769,3472,0
565,3717,0
2061,3385,0
8872,3864,0
1208,4681,0
6624,4181,0
9732,3963,0
4015,3658,0
3323,2115,0
4748,3903,0
2,1123,0
233,3799,1
4297,318,1
8645,4560,0
8513,2906,0
2537,880,0
7034,2681,0
3840,4692,0
4890,2974,1
716,1405,1
8815,209,0
1807,2291,0
6573,4164,0
7880,3103,0
5719,660,0
2927,778,0
4066,940,0
4513,1821,1
1702,3571,0
7555,4349,0
2821,276,0
638,527,0
3278,4523,0
7986,4546,0
2782,3031,0
5084,3850,1
115,2149,1
2088,3551,0
2157,885,0
2196,3918,0
1847,1869,0
450,1162,0
7470,645,0
4786,1292,0
5654,1012,0
2790,3117,1
9859,4711,1
3655,4149,0
159,3454,1
1877,1243,0
9081,3456,0
2264,1860,0
8383,3896,0
914,2390,1
1235,2086,0
6470,4981,0
7024,3487,1
1538,1451,1
2452,3192,0
8405,1751,0
7268,2973,0
8495,3509,0
914,46,0
3741,4578,0
4366,2875,0
7849,4122,0
2127,3198,1
8271,3796,1
7430,739,1
7007,4445,0
1712,2147,0
4076,3449,1
8049,4133,0
7101,1239,0
2893,4772,0
6237,4499,0
1590,3672,1
6163,4490,0
1663,3873,1
6612,3736,0
5507,998,0
3245,365,1
4591,2461,1
7057,4256,1
1325,4307,0
236,1950,1
2523,1583,0
2979,3436,0
7827,1766,0
1851,4307,0
6423,1630,0
2868,3108,1
582,1679,0
8837,3099,0
5180,2632,0
5287,806,0
4553,3996,1
9941,1063,0
5720,2619,0
8872,3719,0
7110,1078,0
9365,1522,0
7554,3063,0
8320,399,1
8074,815,0
7885,2659,0
2137,3956,0
5351,2993,0
8840,667,0
220,3380,0
2666,4164,1
4053,2996,1
941,4343,0
5602,2761,0
9119,3785,1
4442,302,1
1562,79,0
421,1263,0
3908,761,1
3285,2024,1
8741,1221,1
5159,3789,1
6399,3145,0
4885,3059,1
6246,4489,0
